"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2018","2017","02","Pay and Allowances of Enlisted","","Yes
","18","18","02","18,595,954","Funds are required due to the replacement for 47 additional OCO enlisted mobilization workyears above the budgeted level of 3,011. This is an OCO budget requirement.","18-17_PA_June_2018_Omnibus_Request.pdf"
"Operation and Maintenance","","","","2018","2017","01","Operating Forces","","Yes
","33.400","18","18","33.400","Funds are required to provide additional funding for Military Information Support Operations (MISO) program to consolidate military gains in areas of conflict, specifically by conducting influence activities focused on decreasing support for violent extremist organizations, reducing terrorist recruitment activities, and increasing messaging activities related to Force Protection for U.S., Coalition, and Partner forces. Funding will also provide U.S. Central Command (USCENTCOM) with the ability to expand its influence campaigns in Iraq and Syria to delegitimize and expose jihadists' ideology falsehoods, promote counter-narratives and amplify credible voices to deter adversaries from aggression against U.S. vital interests and discourage destabilizing behavior threatening U.S. interests in key areas of the USCENTCOM area of responsibility. This is a congressional special interest item. This is an OCO budget requirement.","18-17_PA_June_2018_Omnibus_Request.pdf"
"Operation and Maintenance","","","","2018","2018","01","Operating Forces","","","18","18","01","38,894,011","Funds are available from support to U.S. Africa Command’s MISO, which was misidentified in the FY 2018 Budget Request. This request will correct the error for FY 2018. This is Title IX OCO budget funding.","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","2018","2017","04","Subsistence of Enlisted Personnel","","Yes
","12,105","18","18","8,105","Funds are available due to increased basic allowance for subsistence (BAS) collections at","18-17_PA_June_2018_Omnibus_Request.pdf"
"Operation and Maintenance","","","","2018","2017","01","Operating Forces","","Yes
","33","18","18","01","Funds are available due to reduced installation contract support costs in U.S. Central Command. This is Title IX OCO budget funding.","18-17_PA_June_2018_Omnibus_Request.pdf"
"Missile Procurement","","","","2020","2020","01","Aircraft","","","379,835","18","20","16,622","Funds are required to procure one UH-60M aircraft and associated equipment in conjunction with current base program dollars. The replacement helicopter is an improved version of the items sold. This is a base budget requirement.","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","2018","2017","04","Other Aircraft","","Yes
","28,000","18","20","28,000","Funds are required to replace Fat Albert, which provides logistics support and flight demonstrations for the USN Blue Angels Flight Demonstration Team. The current Fat Albert is a C-130T aircraft that has reached the end of its service life and must be replaced in order to support the Blue Angels mission. The proposed replacement is a United Kingdom Royal Air Force (RAF) C-130 aircraft that is being offered for sale and can be procured at a substantial cost savings to the Department of the Navy using funding from foreign material sales (FMS). This is a base budget requirement.","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","","","01","Aircraft","","","18","20","01","16,622","Funds are available from the sale of 19 UH-60A helicopters via the Blackhawk Exchange and Sales Team (BEST) Program, with transactions occurring from October 2017 through March 2018, totaling $16,622,479. The transactions conducted under the BEST program were: nine UH-60A model helicopters through General Service Administration (GSA) auction and ten UH-60A model helicopters to Combined Security Transition Command — Afghanistan (CSTC-A).","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","Army","2018","2017","04","Other Aircraft","","Proceeds from Sale
(Chile -5,600)","18","20","04","5,600","Funds are available due to FMS of four legacy C-130 aircraft to Chile and the Philippines.","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","2018","2017","05","Modification of Aircraft","","Yes
","17","19","05","60","Funds are required to procure improved MH-60S Gunner Seats (Commander, Naval Air Forces /Naval Air Systems Command’s #2 Safety Issue) to reduce or eliminate the detrimental impacts the current seats have on the health, preservation, and well being of the aircrew. This is a base budget requirement.","18-17_PA_June_2018_Omnibus_Request.pdf"
"Procurement","","","","2018","2018","05","Modification of Inservice Aircraft","0605230F","Yes
","17","19","05","130","Funds are required to procure 12 Group A/B kits, interim supply support, and support equipment in Lot 2 for the C-130J Block 8.1 program. Total cost of Lot 2 is $85.991 million with a planned award in October 2018. This is a base budget requirement.","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","2018","2017","01","Major Equipment","","Yes
","17","19","01","599,391","Funds are required to procure software for the Phoenix Air-to-Ground Communications","18-17_PA_June_2018_Omnibus_Request.pdf"
"Procurement","","","","2017","2017","05","Modification of Aircraft","0603724N","Intermediate Caliber Gun Ammunition
","17","19","05","2","Funds are available due to ARC-210 software delays, which have delayed kit procurements from FY 2017 to FY 2019. This is base budget funding.","18-17_PA_June_2018_Omnibus_Request.pdf"
"Procurement","","","","2018","2017","02","Airlift Aircraft","0307581F","Yes
","266,544","237,849","17","19","Funds are available because prior year negotiation savings are being applied to current year requirements for MC-130J procurement. There are no other known requirements for the funding at this time and no major impacts to the program. This is base budget funding.","18-17_PA_June_2018_Omnibus_Request.pdf"
"RDTE","","","","2018","2017","03","Advanced Technology Development","","Yes
","17","18","03","060","Funds are available because they are excess to needs and all requirements have been met. This is a congressional special interest item. This is base budget funding.","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","2018","2017","02","Communications and Electronics Equipment","","Yes
","17","19","02","152,170","Funds are required to procure an additional 1,147 AN/PVS-14 Monocular Night Vision Devices to fill shortfalls for European Deterrence Initiative (EDI) equipment sets and units. This is an EDI OCO budget requirement.","18-17_PA_June_2018_Omnibus_Request.pdf"
"Procurement","","","","2018","2017","01","Procurement of Ammunition, Navy","","Yes
","17","19","4,250","01","Funds are required to replenish low inventory levels of critical safety and tactical support components within the Cartridge Actuated Devices and Propellant Actuated Devices product lines expended in current operations. Inventory shortages have driven numerous Service Life Extension (SLE) efforts to ensure the Navy and Marine Corps aircraft remain in operation. Replenishment of critical components will extend aircraft operations and mitigate risks associated with current SLE efforts. This is an OCO budget requirement.","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","2015","2015","05","Modification of Inservice Aircraft","0207610F","Yes
","17","19","05","41,386","Funds are required for the following activities:","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","2017","2017","","","","","205,312","205,312","201","7","Funds are required in the Defense Working Capital Fund to prevent a cash shortfall caused by actual cost paid for refined fuel products in excess of the amount budgeted for these products.","18-17_PA_June_2018_Omnibus_Request.pdf"
"Missile Procurement","","","Defense-Wide","2018","2017","02","Other Missiles","","Yes
","17","19","02","1,536","Funds are available because of a lower than anticipated unit price for Hellfire missiles. Unit costs were less for the Air Force based on the lead Service (Army), other Services, and/or Foreign Military Sales procurement quantities. Hellfire missile production is operating at the maximum capacity. AII other","18-17_PA_June_2018_Omnibus_Request.pdf"
"Operation and Maintenance","","","","2017","2017","04","Administration and Servicewide Activities","","Defense Security Cooperation Agency","365,600","356,250","17","18","Funds are available from the following programs:","18-17_PA_June_2018_Omnibus_Request.pdf"
"Procurement","","","","2018","2017","01","Ammunition","","Yes
","17","19","01","235,087","Funds are required for the purchase of medium caliber ammunition to replenish ammunition stockpile shortfalls expended during current operations. These funds will be used to purchase 20mm and 30mm (PGU-27, PGU-15, Urban mix, and PGU-13D/B (combat mix)) rounds. This is a Title X budget requirement.","18-17_PA_June_2018_Omnibus_Request.pdf"
"Procurement","","","","2018","2017","05","Modification of Inservice Aircraft","","Large Aircraft Infrared Countermeasures
","17","19","05","135,801","Funds are available because of contract negotiation savings for the C-17 Large Aircraft Infrared Countermeasures (LAIRCM) due to quantity discounts achieved compared to the original budget estimate. The procurement of the required Group A/B Kits has been completed and there are no other known requirements for the funding at this time. This is Title X OCO budget funding.","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","","","03","Aviation Support Equipment","","","20","05","16","18","Funds are required to procure additional sonobuoys required to get the U.S. Sixth Fleet (C6F) physical inventory above Combat Requirements. Unexpected high Anti-Submarine Warfare (ASW) operational tempo in 2017 resulted in an unexpected high expenditure rate of all type/model/series. In particular, there is immature inventory of SSQ-101 and SSQ-125 Multi-Static Active Coherent buoys. Additional funding requested to improve C6F ASW Readiness. This is a base budget requirement.","18-17_PA_June_2018_Omnibus_Request.pdf"
"Missile Procurement","","","Navy","2018","2017","07","Aircraft Support Equipment and Facilities","","Yes
","57,639","16","18","07","Funds are required for a classified effort. Additional classified details will be provided under separate cover. This is a base budget requirement.","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","2018","2017","03","Trainer Aircraft","","Yes
","16","18","03","8,914","Funds are available due to deferred production line shutdown efforts. Deferred line shutdown allows continuation of commercial line for Foreign Military sales. This is base budget funding.","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","2016","2016","02","Airlift Aircraft","","Yes
","130","139","57.639","16","Funds are available because the contract award for KC-46 peculiar support equipment was negotiated for less than the proposed value and funding for engineering change orders was less than estimated. All other FY 2016 program requirements have been met, making these funds available for other priorities. This is a congressional special interest item. This is base budget funding.","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","2011","2011","02","Other Warships","","","62.70","11","20","62.700","Funds are required for the USS Gerald R. Ford (CVN 78) to correct deficiencies identified during testing as well as those changes required to ensure the safety of the ship and personnel. Specifically, funds are required for the following base budget requirements: $+12.7 million for re-baselining the Advanced Weapons Elevator program to address continuing technical deficiencies $+30.0 million for engineering, tooling, and repair of Main Thrust Bearings $+11.0 million for emergent technical issues and correction of deficiencies identified during operational testing and extension of the Post-Shakedown Availability duration to accomplish required scope and repair of the propulsion train components $+9.0 million to cover the increased cost of deferred work, labor and material.","18-17_PA_June_2018_Omnibus_Request.pdf"
"","","","","2011","2011","02","Other Warships","","","11","20","02","51","Funds are available as they are excess to requirements. Both FY 2011 DDG-51 class ships (DDG 114, USS Ralph Jonson and DDG 115, USS Rafael Peralta) are delivered and commissioned and will have sufficient remaining funds to complete any deferred work or finance contract closeout costs. This is base budget funding.","18-17_PA_June_2018_Omnibus_Request.pdf"
