"appropriation_category","appropriation code","appropriation activity","branch","fiscal_year_start","fiscal_year_end","budget_activity_number","budget_activity_title","pem","budget_title","program_base_congressional","program_base_dod","reprogramming_amount","revised_program_total","explanation","file"
"","","","","2011","2021","05","Modification of Inservice Aircraft","","SASC Deferred
","10","12","05","35","Funds are required to complete modification of T-1A aircraft used to train Air Force Combat Systems Officers (CSO) at Naval Air Station Pensacola, FL. Schedule delays and technical issues, which have since been corrected, delayed completion of the aircraft modification, necessitating the requirement for additional funding. Without this funding, the modification cannot be completed, and the aircraft will not be usable for Combat Systems Officer (CSO) training as intended.","11-21-R_PA_Omnibus_2011_FINAL.pdf"
"","","","","2010","2010","02","Special Operations Command","","Communications Equipment and Electronics","214","0","10","12","Funds are required for engineering changes for improved armor for up to 24 Special Operations Craft, Riverine (SOCR). Funds will be utilized to strengthen armor on SOCR craft due to improvements tested with congressional add development funds. This is a congressional special interest item.","11-21-R_PA_Omnibus_2011_FINAL.pdf"
"","","","","2011","2021","","","0605625A","Yes
","193,016","124,916","141","5","Funds are available due to reduced requirements for the ongoing source selection process for the Ground Combat Vehicle technology development phase. The Army estimates it will award up to three technology development contracts in June/July 2011.","11-21-R_PA_Omnibus_2011_FINAL.pdf"
"RDTE","","","","2011","2021","","","0603860F","Yes","141","5","1","88","Funds are available due to a program restructuring. The Joint Precision Approach and Landing Systems - Demonstration/Validation initial operational capability OC) moved from FY 2016 to FY 2017, resulting in excess funds in FY 2010.","11-21-R_PA_Omnibus_2011_FINAL.pdf"
"RDTE","","","","2011","2021","07","Operational System Development","","SAC Rescinded the funds
","10","11","07","116","Funds are available from the completed development effort for Special Operations Craft, Riverine piercing ammunition. This is a congressional special interest item.","11-21-R_PA_Omnibus_2011_FINAL.pdf"
"Procurement","","","","2011","2021","02","Weapons and Other Combat Vehicles","","Combat Team requirement to provide the most cost effective organic extended range precision","82,370","09","11","82,370","Funds are required to purchase 32 additional Howitzers to meet Infantry Brigade Combat Team requirement to provide the most cost effective organic extended range precision capability. It supports an increase to the Army's Acquisition Objective (AAO) to 124. This both prevents a break in production and an increase in unit cost. The current contract has production ending March 2013. The forecasted timeline for long lead items for the M777A2 production line is 18-21 months, necessitating contracting for additional quantities not later than September 2011 to preclude a production break.","11-21-R_PA_Omnibus_2011_FINAL.pdf"
"","","","","2009","2009","02","Special Operations Command","","Communications Equipment and Electronics
","09","11","02","76,104","Funds are required to procure three satellite communications (SATCOM) terminal initial spares and associated field computing devices. This will provide a deployable first-in robust Command, Control, Communications, Computers, and Intelligence (C41) capability. This system is a lightweight, deployable satellite communications system that is easily transported, set-up, and operated by a small communications team.","11-21-R_PA_Omnibus_2011_FINAL.pdf"
"","","","Defense-Wide","2011","2011","02","Modification of Aircraft","","Yes","82,370","09","11","19.400","Funding is available because all required Global Air Traffic Management (GATM) cockpit modifications in FY 2011 can be met with reduced funding.","11-21-R_PA_Omnibus_2011_FINAL.pdf"
"Procurement","","","","2011","2011","01","Combat Aircraft","","","81,325","09","11","84,325","Funds are available because this requirement was funded by a $100.0 million congressional add in FY 2011 to support procurement of F-22 whole spare engines. The F-22 requirement for whole spare engines is 104. To date, the Air Force has procured 65 spared engines. The Air Force has already placed the FY 2011 funds on contract to procure the remaining 39 whole spare engines. Therefore, these FY 2009 funds are not required","11-21-R_PA_Omnibus_2011_FINAL.pdf"
"","","","Air Force","","","02","Special Operations Command","","","1,393","09","11","1,393","Funds are available because the actual cost to reimburse the Air Force Stock fund for initial spares and repair parts did not reach programmed levels and can be used for higher priority requirements without significant impact to supported programs.","11-21-R_PA_Omnibus_2011_FINAL.pdf"
